query_label,max_peak,mean_peak,min_peak,predictions_count,ground_truth_count,true_positives,false_positives,false_negatives,precision,recall,f1,path,parent_name,grandparent_name,grandparent_path,English,Flipped,samples_per_gloss,windowsize_ms,step_ms,cbt,prominence,heightmult,gloss_label_count
HIDE,83.13120910644531,73.78927348425628,65.89690338134766,109,2,1,108,1,0.0092,0.5,0.018,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,25,3000,1500,33,1.0,0.0,15
ISRAEL,86.69237335205078,76.21023049875468,68.61251403808593,119,27,14,105,13,0.1176,0.5185,0.1918,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,25,3000,1500,33,1.0,0.0,15
MAN,91.28146911621094,73.43498651504515,64.3734294128418,112,11,8,104,3,0.0714,0.7273,0.1301,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,25,3000,1500,33,1.0,0.0,15
PEOPLE,101.48225799560548,75.36541642269844,67.33519546508789,118,19,14,104,5,0.1186,0.7368,0.2044,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,25,3000,1500,33,1.0,0.0,15
SELECT,82.21740997314453,74.03586006940421,68.07257034301757,118,1,0,118,1,0.0,0.0,0.0,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,25,3000,1500,33,1.0,0.0,15
SILVER,84.75313659667968,76.58444664474082,67.45151107788087,113,6,3,110,3,0.0265,0.5,0.0504,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,25,3000,1500,33,1.0,0.0,15
SON,86.15911926269531,76.34531418603315,70.29590545654297,121,4,1,120,3,0.0083,0.25,0.016,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,25,3000,1500,33,1.0,0.0,15
TENT,87.76478393554687,75.7025716328171,64.66708847045898,106,5,3,103,2,0.0283,0.6,0.0541,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,25,3000,1500,33,1.0,0.0,15
TROUBLE,86.10346435546874,70.99226656904844,63.62868209838867,107,4,3,104,1,0.028,0.75,0.0541,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,25,3000,1500,33,1.0,0.0,15
TOTAL,101.48225799560548,75.35182176680499,63.62868209838867,1701,121,65,1636,56,0.0382,0.5372,0.0714,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE/all_scores_BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE_peaks_eval_stats_filtered.csv,BAR_BRING_BURN_COME_ENEMY_FAMILY_HIDE_ISRAEL_MAN_PEOPLE_SELECT_SILVER_SON_TENT_TROUBLE,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,25,3000,1500,33,1.0,0.0,15
BRING,98.6099673461914,77.38133322167585,65.85845062255859,127,2,1,126,1,0.0079,0.5,0.0155,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/BRING/all_scores_BRING_peaks_eval_stats_filtered.csv,BRING,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,25,3000,1500,33,1.0,0.0,1
TOTAL,98.6099673461914,77.38133322167585,65.85845062255859,127,2,1,126,1,0.0079,0.5,0.0155,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/BRING/all_scores_BRING_peaks_eval_stats_filtered.csv,BRING,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,25,3000,1500,33,1.0,0.0,1
MAN,91.28146911621094,73.43498651504515,64.3734294128418,112,11,8,104,3,0.0714,0.7273,0.1301,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish/MAN/all_scores_MAN_peaks_eval_stats_filtered.csv,MAN,prominence_1.0_heightmult_0.0_NoEnglish,results/asl_finetune_checkpoint_best/samplespergloss_25/start_0_end_None/windowsize3000_step1500/ase_chronological_bible_translation_in_american_sign_language_119_introductions_and_passages_cbt-033-ase-2-passage _ israel fails to conquer ai.pose-mediapipe/seg_idx9999/peaks/prominence_1.0_heightmult_0.0_NoEnglish,False,False,25,3000,1500,33,1.0,0.0,1
